=================================================================
=== Medicion de Energia Raspberry Pi 5 Iniciada ===
=================================================================
Etiqueta:        Qiime2_c001_780
Intervalo:       1.0 s
Metodo telemetria: Modelo Dinamico Calibrado (hwmon + CPU)
Archivo de salida: energia_Qiime2_c001_780_20260909_105423.csv
Presiona Ctrl+C para detener la medicion cuando el proceso finalice.


[2026-09-09 10:54:24.163] [HWMON] CPU:  19.9% | Temp: 50.7C | Power:  3.73 W | Energia: 0.0010 Wh | Muestras: 1
[2026-09-09 10:54:25.164] [HWMON] CPU:  15.6% | Temp: 50.7C | Power:  3.51 W | Energia: 0.0020 Wh | Muestras: 2
[2026-09-09 10:54:26.165] [HWMON] CPU:  17.0% | Temp: 51.2C | Power:  3.59 W | Energia: 0.0030 Wh | Muestras: 3
[2026-09-09 10:54:27.165] [HWMON] CPU:  15.8% | Temp: 50.1C | Power:  3.51 W | Energia: 0.0040 Wh | Muestras: 4
[2026-09-09 10:54:28.166] [HWMON] CPU:  23.3% | Temp: 50.7C | Power:  3.90 W | Energia: 0.0051 Wh | Muestras: 5
[2026-09-09 10:54:29.166] [HWMON] CPU:  25.1% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0062 Wh | Muestras: 6
[2026-09-09 10:54:30.166] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0073 Wh | Muestras: 7
[2026-09-09 10:54:31.167] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0084 Wh | Muestras: 8
[2026-09-09 10:54:32.167] [HWMON] CPU:  25.0% | Temp: 52.4C | Power:  4.01 W | Energia: 0.0095 Wh | Muestras: 9
[2026-09-09 10:54:33.168] [HWMON] CPU:  25.2% | Temp: 52.4C | Power:  4.02 W | Energia: 0.0106 Wh | Muestras: 10
[2026-09-09 10:54:34.168] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0118 Wh | Muestras: 11
[2026-09-09 10:54:35.168] [HWMON] CPU:  25.1% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0129 Wh | Muestras: 12
[2026-09-09 10:54:36.169] [HWMON] CPU:  26.4% | Temp: 51.2C | Power:  4.06 W | Energia: 0.0140 Wh | Muestras: 13
[2026-09-09 10:54:37.169] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0151 Wh | Muestras: 14
[2026-09-09 10:54:38.170] [HWMON] CPU:  25.3% | Temp: 52.4C | Power:  4.03 W | Energia: 0.0162 Wh | Muestras: 15
[2026-09-09 10:54:39.170] [HWMON] CPU:  25.2% | Temp: 52.9C | Power:  4.03 W | Energia: 0.0174 Wh | Muestras: 16
[2026-09-09 10:54:40.170] [HWMON] CPU:  25.0% | Temp: 51.2C | Power:  3.99 W | Energia: 0.0185 Wh | Muestras: 17
[2026-09-09 10:54:41.171] [HWMON] CPU:  25.2% | Temp: 52.4C | Power:  4.02 W | Energia: 0.0196 Wh | Muestras: 18
[2026-09-09 10:54:42.171] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0207 Wh | Muestras: 19
[2026-09-09 10:54:43.172] [HWMON] CPU:  24.8% | Temp: 51.2C | Power:  3.98 W | Energia: 0.0218 Wh | Muestras: 20
[2026-09-09 10:54:44.172] [HWMON] CPU:  25.1% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0229 Wh | Muestras: 21
[2026-09-09 10:54:45.172] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0240 Wh | Muestras: 22
[2026-09-09 10:54:46.173] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0251 Wh | Muestras: 23
[2026-09-09 10:54:47.173] [HWMON] CPU:  25.6% | Temp: 52.4C | Power:  4.04 W | Energia: 0.0263 Wh | Muestras: 24
[2026-09-09 10:54:48.174] [HWMON] CPU:  24.9% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0274 Wh | Muestras: 25
[2026-09-09 10:54:49.174] [HWMON] CPU:  25.7% | Temp: 51.2C | Power:  4.03 W | Energia: 0.0285 Wh | Muestras: 26
[2026-09-09 10:54:50.175] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0296 Wh | Muestras: 27
[2026-09-09 10:54:51.175] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0307 Wh | Muestras: 28
[2026-09-09 10:54:52.175] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0318 Wh | Muestras: 29
[2026-09-09 10:54:53.176] [HWMON] CPU:  26.0% | Temp: 51.2C | Power:  4.04 W | Energia: 0.0330 Wh | Muestras: 30
[2026-09-09 10:54:54.176] [HWMON] CPU:  25.2% | Temp: 52.9C | Power:  4.03 W | Energia: 0.0341 Wh | Muestras: 31
[2026-09-09 10:54:55.177] [HWMON] CPU:  24.8% | Temp: 52.9C | Power:  4.01 W | Energia: 0.0352 Wh | Muestras: 32
[2026-09-09 10:54:56.177] [HWMON] CPU:  25.0% | Temp: 52.4C | Power:  4.01 W | Energia: 0.0363 Wh | Muestras: 33
[2026-09-09 10:54:57.177] [HWMON] CPU:  25.2% | Temp: 52.9C | Power:  4.03 W | Energia: 0.0374 Wh | Muestras: 34
[2026-09-09 10:54:58.178] [HWMON] CPU:  25.2% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0385 Wh | Muestras: 35
[2026-09-09 10:54:59.178] [HWMON] CPU:  25.2% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0397 Wh | Muestras: 36
[2026-09-09 10:55:00.179] [HWMON] CPU:  25.5% | Temp: 51.8C | Power:  4.03 W | Energia: 0.0408 Wh | Muestras: 37
[2026-09-09 10:55:01.179] [HWMON] CPU:  24.8% | Temp: 51.8C | Power:  3.99 W | Energia: 0.0419 Wh | Muestras: 38
[2026-09-09 10:55:02.179] [HWMON] CPU:  25.4% | Temp: 52.9C | Power:  4.04 W | Energia: 0.0430 Wh | Muestras: 39
[2026-09-09 10:55:03.180] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0441 Wh | Muestras: 40
[2026-09-09 10:55:04.180] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0452 Wh | Muestras: 41
[2026-09-09 10:55:05.181] [HWMON] CPU:  25.2% | Temp: 52.4C | Power:  4.02 W | Energia: 0.0464 Wh | Muestras: 42
[2026-09-09 10:55:06.181] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0475 Wh | Muestras: 43
[2026-09-09 10:55:07.181] [HWMON] CPU:  25.0% | Temp: 52.4C | Power:  4.01 W | Energia: 0.0486 Wh | Muestras: 44
[2026-09-09 10:55:08.182] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0497 Wh | Muestras: 45
[2026-09-09 10:55:09.182] [HWMON] CPU:  26.4% | Temp: 52.9C | Power:  4.09 W | Energia: 0.0508 Wh | Muestras: 46
[2026-09-09 10:55:10.183] [HWMON] CPU:  25.1% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0520 Wh | Muestras: 47
[2026-09-09 10:55:11.183] [HWMON] CPU:  25.5% | Temp: 51.8C | Power:  4.03 W | Energia: 0.0531 Wh | Muestras: 48
[2026-09-09 10:55:12.184] [HWMON] CPU:  25.0% | Temp: 52.4C | Power:  4.01 W | Energia: 0.0542 Wh | Muestras: 49
[2026-09-09 10:55:13.184] [HWMON] CPU:  25.1% | Temp: 53.5C | Power:  4.03 W | Energia: 0.0553 Wh | Muestras: 50
[2026-09-09 10:55:14.184] [HWMON] CPU:  25.2% | Temp: 53.5C | Power:  4.04 W | Energia: 0.0564 Wh | Muestras: 51
[2026-09-09 10:55:15.185] [HWMON] CPU:  24.8% | Temp: 52.9C | Power:  4.01 W | Energia: 0.0575 Wh | Muestras: 52
[2026-09-09 10:55:16.185] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0587 Wh | Muestras: 53
[2026-09-09 10:55:17.186] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0598 Wh | Muestras: 54
[2026-09-09 10:55:18.186] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0609 Wh | Muestras: 55
[2026-09-09 10:55:19.186] [HWMON] CPU:  25.2% | Temp: 52.9C | Power:  4.03 W | Energia: 0.0620 Wh | Muestras: 56
[2026-09-09 10:55:20.187] [HWMON] CPU:  25.2% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0631 Wh | Muestras: 57
[2026-09-09 10:55:21.187] [HWMON] CPU:  25.2% | Temp: 52.9C | Power:  4.03 W | Energia: 0.0642 Wh | Muestras: 58
[2026-09-09 10:55:22.188] [HWMON] CPU:  25.5% | Temp: 51.8C | Power:  4.03 W | Energia: 0.0654 Wh | Muestras: 59
[2026-09-09 10:55:23.188] [HWMON] CPU:  25.1% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0665 Wh | Muestras: 60
[2026-09-09 10:55:24.188] [HWMON] CPU:  24.8% | Temp: 52.9C | Power:  4.01 W | Energia: 0.0676 Wh | Muestras: 61
[2026-09-09 10:55:25.189] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0687 Wh | Muestras: 62
[2026-09-09 10:55:26.189] [HWMON] CPU:  26.0% | Temp: 51.2C | Power:  4.04 W | Energia: 0.0698 Wh | Muestras: 63
[2026-09-09 10:55:27.190] [HWMON] CPU:  25.2% | Temp: 51.2C | Power:  4.00 W | Energia: 0.0709 Wh | Muestras: 64
[2026-09-09 10:55:28.190] [HWMON] CPU:  25.0% | Temp: 51.8C | Power:  4.00 W | Energia: 0.0721 Wh | Muestras: 65
[2026-09-09 10:55:29.190] [HWMON] CPU:  25.1% | Temp: 52.4C | Power:  4.01 W | Energia: 0.0732 Wh | Muestras: 66
[2026-09-09 10:55:30.191] [HWMON] CPU:  25.1% | Temp: 53.5C | Power:  4.03 W | Energia: 0.0743 Wh | Muestras: 67
[2026-09-09 10:55:31.191] [HWMON] CPU:  25.3% | Temp: 50.7C | Power:  4.00 W | Energia: 0.0754 Wh | Muestras: 68
[2026-09-09 10:55:32.192] [HWMON] CPU:  25.5% | Temp: 52.4C | Power:  4.04 W | Energia: 0.0765 Wh | Muestras: 69
[2026-09-09 10:55:33.192] [HWMON] CPU:  25.2% | Temp: 51.2C | Power:  4.00 W | Energia: 0.0776 Wh | Muestras: 70
[2026-09-09 10:55:34.193] [HWMON] CPU:  25.1% | Temp: 51.2C | Power:  4.00 W | Energia: 0.0788 Wh | Muestras: 71
[2026-09-09 10:55:35.193] [HWMON] CPU:  25.0% | Temp: 52.4C | Power:  4.01 W | Energia: 0.0799 Wh | Muestras: 72
[2026-09-09 10:55:36.193] [HWMON] CPU:  24.9% | Temp: 51.2C | Power:  3.99 W | Energia: 0.0810 Wh | Muestras: 73
[2026-09-09 10:55:37.194] [HWMON] CPU:  25.0% | Temp: 51.2C | Power:  3.99 W | Energia: 0.0821 Wh | Muestras: 74
[2026-09-09 10:55:38.194] [HWMON] CPU:  25.1% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0832 Wh | Muestras: 75
[2026-09-09 10:55:39.194] [HWMON] CPU:  24.9% | Temp: 51.2C | Power:  3.99 W | Energia: 0.0843 Wh | Muestras: 76
[2026-09-09 10:55:40.195] [HWMON] CPU:  25.2% | Temp: 52.9C | Power:  4.03 W | Energia: 0.0854 Wh | Muestras: 77
[2026-09-09 10:55:41.195] [HWMON] CPU:  25.1% | Temp: 51.8C | Power:  4.01 W | Energia: 0.0865 Wh | Muestras: 78
[2026-09-09 10:55:42.196] [HWMON] CPU:  26.2% | Temp: 51.2C | Power:  4.06 W | Energia: 0.0877 Wh | Muestras: 79
[2026-09-09 10:55:43.196] [HWMON] CPU:  25.6% | Temp: 51.8C | Power:  4.03 W | Energia: 0.0888 Wh | Muestras: 80
[2026-09-09 10:55:44.197] [HWMON] CPU:  25.0% | Temp: 53.5C | Power:  4.03 W | Energia: 0.0899 Wh | Muestras: 81
[2026-09-09 10:55:45.197] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0910 Wh | Muestras: 82
[2026-09-09 10:55:46.197] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0921 Wh | Muestras: 83
[2026-09-09 10:55:47.198] [HWMON] CPU:  25.0% | Temp: 52.9C | Power:  4.02 W | Energia: 0.0933 Wh | Muestras: 84
