=================================================================
=== Medicion de Energia Raspberry Pi 5 Iniciada ===
=================================================================
Etiqueta:        Qiime2_c002_819
Intervalo:       1.0 s
Metodo telemetria: Modelo Dinamico Calibrado (hwmon + CPU)
Archivo de salida: energia_Qiime2_c002_819_20260909_150320.csv
Presiona Ctrl+C para detener la medicion cuando el proceso finalice.


[2026-09-09 15:03:21.935] [HWMON] CPU:   8.3% | Temp: 48.0C | Power:  3.12 W | Energia: 0.0009 Wh | Muestras: 1
[2026-09-09 15:03:22.935] [HWMON] CPU:   0.0% | Temp: 46.9C | Power:  2.70 W | Energia: 0.0016 Wh | Muestras: 2
[2026-09-09 15:03:23.936] [HWMON] CPU:   2.5% | Temp: 48.5C | Power:  2.83 W | Energia: 0.0024 Wh | Muestras: 3
[2026-09-09 15:03:24.936] [HWMON] CPU:   7.0% | Temp: 46.9C | Power:  3.06 W | Energia: 0.0033 Wh | Muestras: 4
[2026-09-09 15:03:25.937] [HWMON] CPU:   2.5% | Temp: 48.0C | Power:  2.83 W | Energia: 0.0041 Wh | Muestras: 5
[2026-09-09 15:03:26.937] [HWMON] CPU:  13.4% | Temp: 48.5C | Power:  3.38 W | Energia: 0.0050 Wh | Muestras: 6
[2026-09-09 15:03:27.937] [HWMON] CPU:  13.7% | Temp: 48.5C | Power:  3.40 W | Energia: 0.0059 Wh | Muestras: 7
[2026-09-09 15:03:28.938] [HWMON] CPU:  10.6% | Temp: 47.4C | Power:  3.24 W | Energia: 0.0068 Wh | Muestras: 8
[2026-09-09 15:03:29.938] [HWMON] CPU:  13.9% | Temp: 48.5C | Power:  3.41 W | Energia: 0.0078 Wh | Muestras: 9
[2026-09-09 15:03:30.939] [HWMON] CPU:  21.1% | Temp: 49.6C | Power:  3.78 W | Energia: 0.0088 Wh | Muestras: 10
[2026-09-09 15:03:31.939] [HWMON] CPU:  25.3% | Temp: 49.0C | Power:  3.99 W | Energia: 0.0099 Wh | Muestras: 11
[2026-09-09 15:03:32.940] [HWMON] CPU:  25.4% | Temp: 49.0C | Power:  4.00 W | Energia: 0.0111 Wh | Muestras: 12
[2026-09-09 15:03:33.940] [HWMON] CPU:  25.1% | Temp: 50.7C | Power:  3.99 W | Energia: 0.0122 Wh | Muestras: 13
[2026-09-09 15:03:34.941] [HWMON] CPU:  25.8% | Temp: 49.0C | Power:  4.01 W | Energia: 0.0133 Wh | Muestras: 14
[2026-09-09 15:03:35.941] [HWMON] CPU:  25.1% | Temp: 49.6C | Power:  3.98 W | Energia: 0.0144 Wh | Muestras: 15
[2026-09-09 15:03:36.941] [HWMON] CPU:  25.2% | Temp: 50.1C | Power:  3.99 W | Energia: 0.0155 Wh | Muestras: 16
[2026-09-09 15:03:37.942] [HWMON] CPU:  25.0% | Temp: 49.6C | Power:  3.98 W | Energia: 0.0166 Wh | Muestras: 17
[2026-09-09 15:03:38.942] [HWMON] CPU:  26.2% | Temp: 49.6C | Power:  4.04 W | Energia: 0.0177 Wh | Muestras: 18
[2026-09-09 15:03:39.943] [HWMON] CPU:  24.9% | Temp: 50.1C | Power:  3.97 W | Energia: 0.0188 Wh | Muestras: 19
[2026-09-09 15:03:40.943] [HWMON] CPU:  25.3% | Temp: 51.2C | Power:  4.01 W | Energia: 0.0199 Wh | Muestras: 20
[2026-09-09 15:03:41.944] [HWMON] CPU:  25.0% | Temp: 50.1C | Power:  3.98 W | Energia: 0.0210 Wh | Muestras: 21
[2026-09-09 15:03:42.944] [HWMON] CPU:  25.3% | Temp: 50.7C | Power:  4.00 W | Energia: 0.0222 Wh | Muestras: 22
