timestamp,power_w
2026-09-09 15:03:21.917,3.017
2026-09-09 15:03:22.918,2.702
2026-09-09 15:03:23.918,2.700
2026-09-09 15:03:24.919,2.738
2026-09-09 15:03:25.919,2.843
2026-09-09 15:03:26.920,3.442
2026-09-09 15:03:27.920,3.132
2026-09-09 15:03:28.921,2.970
2026-09-09 15:03:29.921,3.064
2026-09-09 15:03:30.922,2.973
2026-09-09 15:03:31.922,3.028
2026-09-09 15:03:32.923,3.024
2026-09-09 15:03:33.924,2.960
2026-09-09 15:03:34.924,3.089
2026-09-09 15:03:35.925,3.062
2026-09-09 15:03:36.925,3.023
2026-09-09 15:03:37.926,2.998
2026-09-09 15:03:38.926,3.135
2026-09-09 15:03:39.927,3.902
2026-09-09 15:03:40.927,3.997
2026-09-09 15:03:41.928,4.049
2026-09-09 15:03:42.928,4.010
2026-09-09 15:03:43.929,4.010
2026-09-09 15:03:44.929,4.020
2026-09-09 15:03:45.929,4.006
2026-09-09 15:03:46.930,4.018
2026-09-09 15:03:47.930,4.002
2026-09-09 15:03:48.931,3.992
2026-09-09 15:03:49.931,4.010
2026-09-09 15:03:50.932,4.018
2026-09-09 15:03:51.932,3.998
2026-09-09 15:03:52.933,3.980
2026-09-09 15:03:53.933,4.001
2026-09-09 15:03:54.934,4.018
2026-09-09 15:03:55.934,4.018
2026-09-09 15:03:56.934,4.010
2026-09-09 15:03:57.935,4.048
2026-09-09 15:03:58.935,3.990
2026-09-09 15:03:59.936,4.018
2026-09-09 15:04:00.936,3.996
2026-09-09 15:04:01.937,4.012
2026-09-09 15:04:06.208,2.999
2026-09-09 15:04:07.208,3.043
2026-09-09 15:04:12.734,3.215
2026-09-09 15:04:13.734,3.991
2026-09-09 15:04:14.735,4.062
2026-09-09 15:04:15.735,4.001
2026-09-09 15:04:16.735,3.978
2026-09-09 15:04:17.736,4.001
2026-09-09 15:04:18.736,3.987
2026-09-09 15:04:19.737,4.010
2026-09-09 15:04:20.737,3.993
2026-09-09 15:04:21.738,4.000
2026-09-09 15:04:22.738,4.015
2026-09-09 15:04:23.739,3.990
2026-09-09 15:04:24.739,4.005
2026-09-09 15:04:25.740,3.997
2026-09-09 15:04:26.740,4.008
2026-09-09 15:04:27.740,4.012
2026-09-09 15:04:28.741,4.015
2026-09-09 15:04:29.741,4.036
2026-09-09 15:04:30.742,4.010
2026-09-09 15:04:31.742,4.018
2026-09-09 15:04:32.743,4.044
2026-09-09 15:04:33.743,4.001
2026-09-09 15:04:34.744,3.989
2026-09-09 15:04:35.744,3.993
2026-09-09 15:04:36.745,3.990
2026-09-09 15:04:37.745,4.015
2026-09-09 15:04:38.745,4.018
2026-09-09 15:04:39.746,4.001
2026-09-09 15:04:40.747,3.991
2026-09-09 15:04:41.747,3.992
2026-09-09 15:04:42.748,3.998
2026-09-09 15:04:43.748,4.023
2026-09-09 15:04:44.748,4.008
2026-09-09 15:04:45.749,4.010
2026-09-09 15:04:46.749,4.005
2026-09-09 15:04:47.750,3.989
2026-09-09 15:04:48.750,4.056
2026-09-09 15:04:49.751,4.010
2026-09-09 15:04:50.751,3.993
2026-09-09 15:04:51.752,3.997
2026-09-09 15:04:52.752,3.993
2026-09-09 15:04:53.753,3.989
2026-09-09 15:04:54.753,4.010
2026-09-09 15:04:55.753,3.980
2026-09-09 15:04:56.754,4.028
2026-09-09 15:04:57.759,3.994
2026-09-09 15:04:58.760,4.006
2026-09-09 15:04:59.760,4.023
2026-09-09 15:05:00.761,3.994
2026-09-09 15:05:01.761,3.996
2026-09-09 15:05:02.761,4.019
2026-09-09 15:05:03.762,3.974
2026-09-09 15:05:04.762,4.103
2026-09-09 15:05:05.763,4.069
2026-09-09 15:05:06.763,4.000
2026-09-09 15:05:07.764,3.993
2026-09-09 15:05:08.764,3.993
2026-09-09 15:05:09.765,4.006
2026-09-09 15:05:10.765,3.993
2026-09-09 15:05:11.766,3.990
2026-09-09 15:05:12.766,4.018
2026-09-09 15:05:13.767,3.997
2026-09-09 15:05:14.767,4.006
2026-09-09 15:05:15.768,4.005
2026-09-09 15:05:16.768,4.010
2026-09-09 15:05:17.769,3.974
2026-09-09 15:05:18.769,4.028
2026-09-09 15:05:19.770,4.006
2026-09-09 15:05:20.770,4.010
2026-09-09 15:05:21.770,4.029
2026-09-09 15:05:22.771,3.988
2026-09-09 15:05:23.771,4.006
2026-09-09 15:05:24.772,3.989
2026-09-09 15:05:25.772,3.990
2026-09-09 15:05:26.773,3.980
2026-09-09 15:05:27.773,3.991
2026-09-09 15:05:28.774,3.991
2026-09-09 15:05:29.774,3.985
2026-09-09 15:05:30.775,3.991
2026-09-09 15:05:31.775,3.975
2026-09-09 15:05:32.776,4.019
2026-09-09 15:05:33.776,3.980
2026-09-09 15:05:34.776,4.018
2026-09-09 15:05:35.777,3.986
2026-09-09 15:05:36.777,4.016
2026-09-09 15:05:37.778,4.015
2026-09-09 15:05:38.778,4.032
2026-09-09 15:05:39.779,3.998
2026-09-09 15:05:40.779,3.997
2026-09-09 15:05:41.780,4.006
2026-09-09 15:05:42.781,3.991
2026-09-09 15:05:43.781,4.014
2026-09-09 15:05:44.782,3.994
2026-09-09 15:05:45.782,3.981
2026-09-09 15:05:46.783,4.006
2026-09-09 15:05:47.783,3.980
2026-09-09 15:05:48.784,4.006
2026-09-09 15:05:49.784,4.006
2026-09-09 15:05:50.784,4.006
2026-09-09 15:05:51.785,3.987
2026-09-09 15:05:52.785,4.010
2026-09-09 15:05:53.786,3.988
2026-09-09 15:05:54.786,3.993
2026-09-09 15:05:55.787,4.048
2026-09-09 15:05:56.787,3.990
2026-09-09 15:05:57.788,3.989
2026-09-09 15:05:58.788,4.015
2026-09-09 15:05:59.788,3.984
2026-09-09 15:06:00.789,4.006
2026-09-09 15:06:01.789,4.015
2026-09-09 15:06:02.790,3.980
2026-09-09 15:06:03.790,3.993
2026-09-09 15:06:04.791,3.990
2026-09-09 15:06:05.791,4.000
2026-09-09 15:06:06.792,4.003
2026-09-09 15:06:07.792,3.987
2026-09-09 15:06:08.793,3.984
2026-09-09 15:06:09.793,4.006
2026-09-09 15:06:10.793,3.990
2026-09-09 15:06:11.794,4.015
2026-09-09 15:06:12.794,4.032
2026-09-09 15:06:13.795,4.015
2026-09-09 15:06:14.795,3.991
2026-09-09 15:06:15.796,3.996
2026-09-09 15:06:16.796,4.010
2026-09-09 15:06:17.797,3.997
2026-09-09 15:06:18.797,4.015
2026-09-09 15:06:19.797,3.962
2026-09-09 15:06:20.798,3.989
2026-09-09 15:06:21.798,3.980
2026-09-09 15:06:22.799,3.988
2026-09-09 15:06:23.799,3.997
2026-09-09 15:06:24.800,4.010
2026-09-09 15:06:25.800,4.019
2026-09-09 15:06:26.801,4.000
2026-09-09 15:06:27.801,4.001
2026-09-09 15:06:28.802,4.032
2026-09-09 15:06:29.802,4.006
2026-09-09 15:06:30.803,4.001
2026-09-09 15:06:31.803,3.980
2026-09-09 15:06:32.803,3.992
2026-09-09 15:06:33.804,3.977
2026-09-09 15:06:34.804,3.991
2026-09-09 15:06:35.805,3.990
2026-09-09 15:06:36.805,3.984
2026-09-09 15:06:37.806,4.015
2026-09-09 15:06:38.806,3.998
2026-09-09 15:06:39.807,3.991
2026-09-09 15:06:40.807,3.993
2026-09-09 15:06:41.808,3.969
2026-09-09 15:06:42.808,4.019
2026-09-09 15:06:43.809,3.975
2026-09-09 15:06:44.809,3.991
2026-09-09 15:06:45.809,4.029
2026-09-09 15:06:46.810,3.978
2026-09-09 15:06:47.810,3.993
2026-09-09 15:06:48.811,3.990
2026-09-09 15:06:49.811,3.978
2026-09-09 15:06:50.812,3.993
2026-09-09 15:06:51.812,3.991
2026-09-09 15:06:52.813,4.010
2026-09-09 15:06:53.813,4.005
2026-09-09 15:06:54.814,3.965
2026-09-09 15:06:55.814,3.988
2026-09-09 15:06:56.815,3.989
2026-09-09 15:06:57.815,3.988
2026-09-09 15:06:58.815,4.006
2026-09-09 15:06:59.816,3.998
2026-09-09 15:07:00.816,4.010
2026-09-09 15:07:01.817,3.981
2026-09-09 15:07:02.817,4.044
2026-09-09 15:07:03.818,4.010
2026-09-09 15:07:04.818,3.991
2026-09-09 15:07:05.819,4.001
2026-09-09 15:07:06.819,3.993
2026-09-09 15:07:07.820,3.975
2026-09-09 15:07:08.820,4.010
2026-09-09 15:07:09.821,3.965
2026-09-09 15:07:10.821,3.993
2026-09-09 15:07:11.822,4.001
2026-09-09 15:07:12.822,3.994
2026-09-09 15:07:13.822,3.993
2026-09-09 15:07:14.823,3.991
2026-09-09 15:07:15.823,4.001
2026-09-09 15:07:16.824,3.993
2026-09-09 15:07:17.824,4.001
2026-09-09 15:07:18.825,4.029
2026-09-09 15:07:19.825,3.990
2026-09-09 15:07:20.826,3.978
2026-09-09 15:07:21.826,3.997
2026-09-09 15:07:22.827,4.003
2026-09-09 15:07:23.827,3.988
2026-09-09 15:07:24.827,3.990
2026-09-09 15:07:25.828,4.004
2026-09-09 15:07:26.828,3.978
2026-09-09 15:07:27.829,3.981
2026-09-09 15:07:28.829,3.981
2026-09-09 15:07:29.830,3.988
2026-09-09 15:07:30.830,3.978
2026-09-09 15:07:31.831,3.998
2026-09-09 15:07:32.831,3.988
2026-09-09 15:07:33.832,3.991
2026-09-09 15:07:34.832,3.980
2026-09-09 15:07:35.833,4.033
2026-09-09 15:07:36.833,3.998
2026-09-09 15:07:37.834,4.001
2026-09-09 15:07:38.834,4.001
2026-09-09 15:07:39.835,3.988
2026-09-09 15:07:40.835,4.005
2026-09-09 15:07:41.835,3.990
2026-09-09 15:07:42.836,3.978
2026-09-09 15:07:43.836,3.988
2026-09-09 15:07:44.837,3.978
2026-09-09 15:07:45.837,3.978
2026-09-09 15:07:46.838,3.988
2026-09-09 15:07:47.838,4.010
2026-09-09 15:07:48.839,3.988
2026-09-09 15:07:49.839,4.008
2026-09-09 15:07:50.840,3.991
2026-09-09 15:07:51.840,4.053
2026-09-09 15:07:52.840,3.981
2026-09-09 15:07:53.841,3.988
2026-09-09 15:07:54.841,3.990
2026-09-09 15:07:55.842,4.000
2026-09-09 15:07:56.842,3.977
2026-09-09 15:07:57.843,3.993
2026-09-09 15:07:58.843,3.995
2026-09-09 15:07:59.844,3.981
2026-09-09 15:08:00.844,4.010
2026-09-09 15:08:01.845,3.997
2026-09-09 15:08:02.845,3.993
2026-09-09 15:08:03.846,4.000
2026-09-09 15:08:04.846,4.008
2026-09-09 15:08:05.846,3.992
2026-09-09 15:08:06.847,3.980
2026-09-09 15:08:07.847,3.990
2026-09-09 15:08:08.848,3.980
2026-09-09 15:08:09.848,4.042
2026-09-09 15:08:10.849,3.998
2026-09-09 15:08:11.849,4.006
2026-09-09 15:08:12.850,3.974
2026-09-09 15:08:13.850,3.991
2026-09-09 15:08:14.851,3.984
2026-09-09 15:08:15.851,3.991
2026-09-09 15:08:16.851,4.001
2026-09-09 15:08:17.852,3.998
2026-09-09 15:08:18.852,3.998
2026-09-09 15:08:19.853,3.990
2026-09-09 15:08:20.853,3.980
2026-09-09 15:08:21.854,3.374
2026-09-09 15:08:28.363,3.030
2026-09-09 15:08:29.363,3.990
2026-09-09 15:08:30.363,3.988
2026-09-09 15:08:31.364,3.978
2026-09-09 15:08:32.364,3.978
2026-09-09 15:08:33.365,3.991
2026-09-09 15:08:34.365,3.988
2026-09-09 15:08:35.366,4.003
2026-09-09 15:08:36.366,3.996
2026-09-09 15:08:37.367,3.978
2026-09-09 15:08:38.367,4.001
2026-09-09 15:08:39.368,2.930
2026-09-09 15:08:40.368,2.930
2026-09-09 15:08:41.369,3.985
2026-09-09 15:08:42.369,4.032
2026-09-09 15:08:43.370,3.044
2026-09-09 15:08:44.370,2.700
2026-09-09 15:08:45.370,2.713
2026-09-09 15:08:46.371,2.700
2026-09-09 15:08:47.371,3.676
2026-09-09 15:08:48.372,3.978
2026-09-09 15:08:49.372,3.991
2026-09-09 15:08:50.373,3.994
2026-09-09 15:08:51.373,3.988
2026-09-09 15:08:52.374,3.981
2026-09-09 15:08:53.374,3.991
2026-09-09 15:08:54.374,3.988
2026-09-09 15:08:55.375,3.940
2026-09-09 15:08:56.376,3.985
2026-09-09 15:08:57.377,4.029
2026-09-09 15:08:58.391,4.069
2026-09-09 15:08:59.392,2.956
2026-09-09 15:09:00.394,2.751
2026-09-09 15:09:01.394,2.765
2026-09-09 15:09:02.395,2.700
2026-09-09 15:09:03.395,2.713
2026-09-09 15:09:04.396,2.700
2026-09-09 15:09:05.396,2.700
2026-09-09 15:09:06.396,2.854
2026-09-09 15:09:07.397,3.582
2026-09-09 15:09:08.397,3.707
2026-09-09 15:09:09.398,3.520
2026-09-09 15:09:10.399,3.464
