timestamp,power_w
2026-09-09 14:22:08.253,3.748
2026-09-09 14:22:09.253,3.427
2026-09-09 14:22:10.254,3.501
2026-09-09 14:22:11.254,3.474
2026-09-09 14:22:12.255,3.675
2026-09-09 14:22:13.255,3.994
2026-09-09 14:22:14.256,4.002
2026-09-09 14:22:15.256,3.994
2026-09-09 14:22:16.256,3.986
2026-09-09 14:22:17.257,3.997
2026-09-09 14:22:18.257,4.003
2026-09-09 14:22:19.258,4.061
2026-09-09 14:22:20.258,4.020
2026-09-09 14:22:21.259,3.997
2026-09-09 14:22:22.259,4.016
2026-09-09 14:22:23.259,4.020
2026-09-09 14:22:24.260,4.010
2026-09-09 14:22:25.260,4.019
2026-09-09 14:22:26.261,4.010
2026-09-09 14:22:27.261,4.004
2026-09-09 14:22:28.261,4.020
2026-09-09 14:22:29.262,4.019
2026-09-09 14:22:30.262,4.013
2026-09-09 14:22:31.263,4.003
2026-09-09 14:22:32.263,4.020
2026-09-09 14:22:33.263,4.046
2026-09-09 14:22:34.264,3.994
2026-09-09 14:22:35.264,3.994
2026-09-09 14:22:36.265,4.053
2026-09-09 14:22:37.265,4.001
2026-09-09 14:22:38.265,4.003
2026-09-09 14:22:39.266,4.010
2026-09-09 14:22:40.266,4.013
2026-09-09 14:22:41.267,4.012
2026-09-09 14:22:42.267,4.013
2026-09-09 14:22:43.267,4.005
2026-09-09 14:22:44.268,4.036
2026-09-09 14:22:45.268,3.994
2026-09-09 14:22:46.269,4.012
2026-09-09 14:22:47.269,4.002
2026-09-09 14:22:48.269,4.022
2026-09-09 14:22:49.270,4.002
2026-09-09 14:22:50.270,4.019
2026-09-09 14:22:51.271,4.002
2026-09-09 14:22:52.271,4.006
2026-09-09 14:22:53.271,4.060
2026-09-09 14:22:54.272,4.005
2026-09-09 14:22:55.272,4.028
2026-09-09 14:22:56.273,4.002
2026-09-09 14:22:57.273,3.994
2026-09-09 14:22:58.273,4.012
2026-09-09 14:22:59.274,4.019
2026-09-09 14:23:00.274,4.027
2026-09-09 14:23:01.275,4.019
2026-09-09 14:23:02.275,4.005
2026-09-09 14:23:03.275,4.010
2026-09-09 14:23:04.276,4.033
2026-09-09 14:23:05.276,4.028
2026-09-09 14:23:06.277,4.019
2026-09-09 14:23:07.277,4.002
2026-09-09 14:23:08.277,4.010
2026-09-09 14:23:09.278,4.071
2026-09-09 14:23:10.278,3.994
2026-09-09 14:23:11.279,4.002
2026-09-09 14:23:12.279,4.028
2026-09-09 14:23:13.279,3.997
2026-09-09 14:23:14.280,4.038
2026-09-09 14:23:15.280,4.005
2026-09-09 14:23:16.281,4.028
2026-09-09 14:23:17.281,4.010
2026-09-09 14:23:18.281,4.002
2026-09-09 14:23:19.282,4.002
2026-09-09 14:23:20.282,4.002
2026-09-09 14:23:21.283,4.002
2026-09-09 14:23:22.283,4.012
2026-09-09 14:23:23.283,3.994
2026-09-09 14:23:24.284,4.013
2026-09-09 14:23:25.284,4.055
2026-09-09 14:23:26.285,4.057
2026-09-09 14:23:27.285,4.048
2026-09-09 14:23:28.286,4.032
2026-09-09 14:23:29.286,4.019
2026-09-09 14:23:30.286,4.002
2026-09-09 14:23:31.287,4.010
2026-09-09 14:23:32.287,4.020
2026-09-09 14:23:33.288,4.010
2026-09-09 14:23:34.288,4.022
2026-09-09 14:23:35.288,4.020
2026-09-09 14:23:36.289,4.028
2026-09-09 14:23:37.289,4.031
2026-09-09 14:23:38.290,4.044
2026-09-09 14:23:39.290,4.010
2026-09-09 14:23:40.290,4.010
2026-09-09 14:23:41.291,4.027
2026-09-09 14:23:42.291,4.078
2026-09-09 14:23:43.292,4.012
2026-09-09 14:23:44.292,4.005
2026-09-09 14:23:45.292,4.028
2026-09-09 14:23:46.293,4.001
2026-09-09 14:23:47.293,4.021
2026-09-09 14:23:48.294,4.022
2026-09-09 14:23:49.294,4.037
2026-09-09 14:23:50.295,4.002
2026-09-09 14:23:51.295,4.027
2026-09-09 14:23:52.295,4.010
2026-09-09 14:23:53.296,4.010
2026-09-09 14:23:54.296,4.019
2026-09-09 14:23:55.297,4.020
2026-09-09 14:23:56.297,4.010
2026-09-09 14:23:57.298,4.059
2026-09-09 14:23:58.298,4.145
2026-09-09 14:23:59.299,4.013
2026-09-09 14:24:00.299,4.053
2026-09-09 14:24:01.299,4.027
2026-09-09 14:24:02.300,4.019
2026-09-09 14:24:03.300,4.027
2026-09-09 14:24:04.301,4.012
2026-09-09 14:24:05.301,4.019
2026-09-09 14:24:06.301,4.023
2026-09-09 14:24:07.302,4.017
2026-09-09 14:24:08.302,4.031
2026-09-09 14:24:09.303,4.038
2026-09-09 14:24:10.303,4.012
2026-09-09 14:24:11.304,4.018
2026-09-09 14:24:12.304,4.027
2026-09-09 14:24:13.304,4.020
2026-09-09 14:24:14.305,4.065
2026-09-09 14:24:15.305,4.010
2026-09-09 14:24:16.306,4.010
2026-09-09 14:24:17.306,4.010
2026-09-09 14:24:18.306,4.012
2026-09-09 14:24:19.307,4.002
2026-09-09 14:24:20.307,4.021
2026-09-09 14:24:21.312,4.036
2026-09-09 14:24:22.313,4.036
2026-09-09 14:24:23.313,4.027
2026-09-09 14:24:24.314,4.036
2026-09-09 14:24:25.314,4.035
2026-09-09 14:24:26.314,4.027
2026-09-09 14:24:27.315,4.004
2026-09-09 14:24:28.315,4.020
2026-09-09 14:24:29.316,4.024
2026-09-09 14:24:30.316,4.013
2026-09-09 14:24:31.316,4.089
2026-09-09 14:24:32.317,4.022
2026-09-09 14:24:33.317,4.036
2026-09-09 14:24:34.318,4.027
2026-09-09 14:24:35.318,4.035
2026-09-09 14:24:36.319,4.028
2026-09-09 14:24:37.319,4.035
2026-09-09 14:24:38.319,4.035
2026-09-09 14:24:39.320,4.027
2026-09-09 14:24:40.320,4.010
2026-09-09 14:24:41.321,4.031
2026-09-09 14:24:42.321,4.029
2026-09-09 14:24:43.321,4.013
2026-09-09 14:24:44.322,4.043
2026-09-09 14:24:45.322,4.020
2026-09-09 14:24:46.323,4.027
2026-09-09 14:24:47.323,4.010
2026-09-09 14:24:48.324,4.086
2026-09-09 14:24:49.324,4.045
2026-09-09 14:24:50.324,4.019
2026-09-09 14:24:51.325,4.035
2026-09-09 14:24:52.325,4.038
2026-09-09 14:24:53.326,4.046
2026-09-09 14:24:54.326,4.031
2026-09-09 14:24:55.327,4.044
2026-09-09 14:24:56.327,4.035
2026-09-09 14:24:57.327,4.007
2026-09-09 14:24:58.328,4.027
2026-09-09 14:24:59.328,4.019
2026-09-09 14:25:00.329,4.040
2026-09-09 14:25:01.329,4.045
2026-09-09 14:25:02.329,4.013
2026-09-09 14:25:03.330,4.040
2026-09-09 14:25:04.330,4.053
2026-09-09 14:25:05.331,4.082
2026-09-09 14:25:06.331,4.044
2026-09-09 14:25:07.332,4.020
2026-09-09 14:25:08.332,4.010
2026-09-09 14:25:09.332,4.019
2026-09-09 14:25:10.333,4.010
2026-09-09 14:25:11.333,4.019
2026-09-09 14:25:12.334,4.045
2026-09-09 14:25:13.334,4.012
2026-09-09 14:25:14.334,4.028
2026-09-09 14:25:15.335,4.028
2026-09-09 14:25:16.335,4.048
2026-09-09 14:25:17.336,4.044
2026-09-09 14:25:18.336,4.019
2026-09-09 14:25:19.337,4.010
2026-09-09 14:25:20.337,4.019
2026-09-09 14:25:21.337,4.087
2026-09-09 14:25:22.338,4.017
2026-09-09 14:25:23.338,4.010
2026-09-09 14:25:24.339,4.013
2026-09-09 14:25:25.339,4.019
2026-09-09 14:25:26.339,4.062
2026-09-09 14:25:27.340,4.022
2026-09-09 14:25:28.340,4.062
2026-09-09 14:25:29.341,4.009
2026-09-09 14:25:30.341,4.045
2026-09-09 14:25:31.342,4.020
2026-09-09 14:25:32.342,4.035
2026-09-09 14:25:33.342,4.035
2026-09-09 14:25:34.343,4.012
2026-09-09 14:25:35.343,4.045
2026-09-09 14:25:36.344,4.038
2026-09-09 14:25:37.344,4.054
2026-09-09 14:25:38.345,4.078
2026-09-09 14:25:39.345,4.046
2026-09-09 14:25:40.345,4.027
2026-09-09 14:25:41.346,4.035
2026-09-09 14:25:42.346,4.038
2026-09-09 14:25:43.347,4.010
2026-09-09 14:25:44.347,4.010
2026-09-09 14:25:45.347,4.028
2026-09-09 14:25:46.348,4.029
2026-09-09 14:25:47.348,4.023
2026-09-09 14:25:48.349,4.033
2026-09-09 14:25:49.349,4.062
2026-09-09 14:25:50.349,4.019
2026-09-09 14:25:51.350,4.009
2026-09-09 14:25:52.350,4.019
2026-09-09 14:25:53.351,4.045
2026-09-09 14:25:54.351,4.098
2026-09-09 14:25:55.351,4.027
2026-09-09 14:25:56.352,4.012
2026-09-09 14:25:57.352,4.027
2026-09-09 14:25:58.353,4.025
2026-09-09 14:25:59.353,4.026
2026-09-09 14:26:00.354,4.069
2026-09-09 14:26:01.354,4.019
2026-09-09 14:26:02.354,4.027
2026-09-09 14:26:03.355,4.027
2026-09-09 14:26:04.355,4.010
2026-09-09 14:26:05.356,4.036
2026-09-09 14:26:06.356,4.030
2026-09-09 14:26:07.356,4.019
2026-09-09 14:26:08.357,4.025
2026-09-09 14:26:09.357,4.034
2026-09-09 14:26:10.358,4.051
2026-09-09 14:26:11.358,4.088
2026-09-09 14:26:12.359,4.012
2026-09-09 14:26:13.359,4.019
2026-09-09 14:26:14.359,4.035
2026-09-09 14:26:15.360,4.027
2026-09-09 14:26:16.360,4.035
2026-09-09 14:26:17.361,4.013
2026-09-09 14:26:18.361,4.035
2026-09-09 14:26:19.361,4.020
2026-09-09 14:26:20.362,4.029
2026-09-09 14:26:21.362,4.031
2026-09-09 14:26:22.363,4.069
2026-09-09 14:26:23.363,4.035
2026-09-09 14:26:24.363,4.013
2026-09-09 14:26:25.364,4.028
2026-09-09 14:26:26.364,4.035
2026-09-09 14:26:27.365,4.077
2026-09-09 14:26:28.365,4.045
2026-09-09 14:26:29.365,4.019
2026-09-09 14:26:30.366,4.013
2026-09-09 14:26:31.366,4.062
2026-09-09 14:26:32.367,4.030
2026-09-09 14:26:33.367,4.070
2026-09-09 14:26:34.368,4.010
2026-09-09 14:26:35.368,4.024
2026-09-09 14:26:36.368,4.043
2026-09-09 14:26:37.369,4.030
2026-09-09 14:26:38.369,4.019
2026-09-09 14:26:39.370,4.035
2026-09-09 14:26:40.370,4.015
2026-09-09 14:26:41.370,4.030
2026-09-09 14:26:42.371,4.020
2026-09-09 14:26:43.371,4.064
2026-09-09 14:26:44.372,3.986
2026-09-09 14:26:45.373,2.744
2026-09-09 14:26:46.375,2.744
2026-09-09 14:26:47.375,2.787
2026-09-09 14:26:48.376,2.783
2026-09-09 14:26:49.376,3.671
2026-09-09 14:26:50.377,3.834
2026-09-09 14:26:51.377,3.559
2026-09-09 14:26:52.378,3.489
2026-09-09 14:26:53.378,3.612
2026-09-09 14:26:54.379,4.045
2026-09-09 14:26:55.379,4.053
2026-09-09 14:26:56.380,4.019
2026-09-09 14:26:57.380,4.019
2026-09-09 14:26:58.380,4.027
2026-09-09 14:26:59.381,4.035
2026-09-09 14:27:00.381,4.078
2026-09-09 14:27:01.381,4.040
2026-09-09 14:27:02.382,4.027
2026-09-09 14:27:03.382,4.055
2026-09-09 14:27:04.383,4.054
